trial_ID;arrow_1;arrow_2;arrow_3;arrow_4;cero_refrescado;uno_refrescado;dos_refrescado;candi_target;target_disco;color_disco030;color_disco090;color_disco150;color_disco210;color_disco270;color_disco330;target_color;practice_trial
361;arrow330.png;arrow210.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow150.png'];['arrow330.png', 'arrow210.png', 'arrow030.png', 'arrow270.png'];['non_existent'];uno_refrescado;disc210;281;52;11;256;225;186;256;No
362;arrow330.png;arrow090.png;arrow210.png;arrow270.png;['arrow030.png', 'arrow150.png'];['arrow330.png', 'arrow090.png', 'arrow210.png', 'arrow270.png'];['non_existent'];uno_refrescado;disc090;1;149;208;269;311;33;149;No
363;arrow030.png;arrow090.png;arrow150.png;arrow090.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow150.png'];['arrow090.png'];dos_refrescado;disc090;276;45;243;7;313;156;45;No
364;arrow150.png;arrow270.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow030.png'];['arrow270.png'];cero_refrescado;disc210;81;197;174;328;305;358;328;No
365;arrow270.png;arrow210.png;arrow270.png;arrow030.png;['arrow090.png', 'arrow150.png', 'arrow330.png'];['arrow210.png', 'arrow030.png'];['arrow270.png'];dos_refrescado;disc270;72;331;262;8;142;217;142;No
366;arrow090.png;arrow030.png;arrow090.png;arrow030.png;['arrow150.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow090.png', 'arrow030.png'];dos_refrescado;disc090;285;113;310;342;170;265;113;No
367;arrow150.png;arrow090.png;arrow210.png;arrow030.png;['arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow090.png', 'arrow210.png', 'arrow030.png'];['non_existent'];uno_refrescado;disc150;329;222;184;24;160;297;184;No
368;arrow270.png;arrow330.png;arrow270.png;arrow030.png;['arrow090.png', 'arrow150.png', 'arrow210.png'];['arrow330.png', 'arrow030.png'];['arrow270.png'];cero_refrescado;disc090;275;242;0;348;24;174;242;No
369;arrow270.png;arrow090.png;arrow270.png;arrow030.png;['arrow150.png', 'arrow210.png', 'arrow330.png'];['arrow090.png', 'arrow030.png'];['arrow270.png'];dos_refrescado;disc270;180;331;67;124;272;205;272;No
370;arrow150.png;arrow270.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow270.png'];cero_refrescado;disc030;146;294;259;81;116;332;146;No
371;arrow030.png;arrow150.png;arrow210.png;arrow150.png;['arrow090.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow210.png'];['arrow150.png'];dos_refrescado;disc150;206;111;329;21;80;48;329;No
372;arrow330.png;arrow270.png;arrow030.png;arrow090.png;['arrow150.png', 'arrow210.png'];['arrow330.png', 'arrow270.png', 'arrow030.png', 'arrow090.png'];['non_existent'];uno_refrescado;disc270;124;162;284;51;104;72;104;No
373;arrow090.png;arrow150.png;arrow090.png;arrow270.png;['arrow030.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow270.png'];['arrow090.png'];cero_refrescado;disc330;353;302;70;139;42;0;0;No
374;arrow090.png;arrow330.png;arrow090.png;arrow150.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow330.png', 'arrow150.png'];['arrow090.png'];dos_refrescado;disc090;196;302;28;158;340;250;302;No
375;arrow270.png;arrow150.png;arrow090.png;arrow150.png;['arrow030.png', 'arrow210.png', 'arrow330.png'];['arrow270.png', 'arrow090.png'];['arrow150.png'];cero_refrescado;disc330;76;157;268;315;36;131;131;No
376;arrow090.png;arrow030.png;arrow090.png;arrow030.png;['arrow150.png', 'arrow210.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow090.png', 'arrow030.png'];dos_refrescado;disc030;173;330;88;250;62;108;173;No
377;arrow150.png;arrow270.png;arrow150.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow210.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow270.png'];dos_refrescado;disc150;19;94;164;315;52;125;164;No
378;arrow090.png;arrow210.png;arrow090.png;arrow210.png;['arrow030.png', 'arrow150.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow090.png', 'arrow210.png'];dos_refrescado;disc210;333;256;220;40;194;156;40;No
379;arrow090.png;arrow270.png;arrow150.png;arrow330.png;['arrow030.png', 'arrow210.png'];['arrow090.png', 'arrow270.png', 'arrow150.png', 'arrow330.png'];['non_existent'];cero_refrescado;disc210;167;13;255;218;349;110;218;No
380;arrow150.png;arrow210.png;arrow150.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow150.png', 'arrow210.png'];cero_refrescado;disc030;33;303;127;323;78;356;33;No
381;arrow030.png;arrow270.png;arrow030.png;arrow330.png;['arrow090.png', 'arrow150.png', 'arrow210.png'];['arrow270.png', 'arrow330.png'];['arrow030.png'];cero_refrescado;disc150;172;146;332;91;310;247;332;No
382;arrow030.png;arrow210.png;arrow030.png;arrow210.png;['arrow090.png', 'arrow150.png', 'arrow270.png', 'arrow330.png'];['non_existent'];['arrow030.png', 'arrow210.png'];cero_refrescado;disc150;139;95;195;65;263;305;195;No
383;arrow030.png;arrow150.png;arrow030.png;arrow270.png;['arrow090.png', 'arrow210.png', 'arrow330.png'];['arrow150.png', 'arrow270.png'];['arrow030.png'];uno_refrescado;disc030;123;40;71;352;6;276;123;No
384;arrow210.png;arrow270.png;arrow150.png;arrow030.png;['arrow090.png', 'arrow330.png'];['arrow210.png', 'arrow270.png', 'arrow150.png', 'arrow030.png'];['non_existent'];uno_refrescado;disc270;120;11;230;331;269;151;269;No
385;arrow150.png;arrow210.png;arrow090.png;arrow030.png;['arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow210.png', 'arrow090.png', 'arrow030.png'];['non_existent'];uno_refrescado;disc150;138;337;84;270;160;292;84;No
386;arrow270.png;arrow150.png;arrow330.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow210.png'];['arrow150.png', 'arrow330.png'];['arrow270.png'];uno_refrescado;disc150;112;25;62;290;203;90;62;No
387;arrow210.png;arrow030.png;arrow210.png;arrow270.png;['arrow090.png', 'arrow150.png', 'arrow330.png'];['arrow030.png', 'arrow270.png'];['arrow210.png'];cero_refrescado;disc330;40;228;4;121;160;187;187;No
388;arrow330.png;arrow210.png;arrow330.png;arrow210.png;['arrow030.png', 'arrow090.png', 'arrow150.png', 'arrow270.png'];['non_existent'];['arrow330.png', 'arrow210.png'];cero_refrescado;disc270;117;202;311;40;81;2;81;No
389;arrow090.png;arrow210.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow210.png', 'arrow150.png'];['arrow090.png'];cero_refrescado;disc330;17;275;224;309;343;139;139;No
390;arrow030.png;arrow270.png;arrow150.png;arrow330.png;['arrow090.png', 'arrow210.png'];['arrow030.png', 'arrow270.png', 'arrow150.png', 'arrow330.png'];['non_existent'];cero_refrescado;disc210;249;361;290;341;198;67;341;No
391;arrow330.png;arrow030.png;arrow270.png;arrow330.png;['arrow090.png', 'arrow150.png', 'arrow210.png'];['arrow030.png', 'arrow270.png'];['arrow330.png'];uno_refrescado;disc030;119;327;289;191;70;355;119;No
392;arrow210.png;arrow150.png;arrow090.png;arrow210.png;['arrow030.png', 'arrow270.png', 'arrow330.png'];['arrow150.png', 'arrow090.png'];['arrow210.png'];dos_refrescado;disc210;314;36;251;95;335;200;95;No
393;arrow090.png;arrow330.png;arrow150.png;arrow090.png;['arrow030.png', 'arrow210.png', 'arrow270.png'];['arrow330.png', 'arrow150.png'];['arrow090.png'];cero_refrescado;disc270;307;283;0;199;170;332;170;No
394;arrow030.png;arrow090.png;arrow150.png;arrow090.png;['arrow210.png', 'arrow270.png', 'arrow330.png'];['arrow030.png', 'arrow150.png'];['arrow090.png'];uno_refrescado;disc030;58;217;251;302;22;357;58;No
395;arrow270.png;arrow210.png;arrow330.png;arrow270.png;['arrow030.png', 'arrow090.png', 'arrow150.png'];['arrow210.png', 'arrow330.png'];['arrow270.png'];uno_refrescado;disc270;220;346;183;125;74;152;74;No
